65.214.44.188 - - [05/Jun/2006:06:21:26 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/2.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:09 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:09 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:09 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:15 -0400] "GET /03about.html HTTP/1.1" 200 16537 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:15 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:15 -0400] "GET /pix/photo_about.jpg HTTP/1.1" 200 5707 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/title_about.gif HTTP/1.1" 200 1784 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03a.gif HTTP/1.1" 200 487 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03b.gif HTTP/1.1" 200 546 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03c.gif HTTP/1.1" 200 506 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03a-over.gif HTTP/1.1" 200 436 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03b-over.gif HTTP/1.1" 200 490 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:16 -0400] "GET /pix/sidebutton_03c-over.gif HTTP/1.1" 200 442 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:21 -0400] "GET /03about/031meetdonna.html HTTP/1.1" 200 16250 "http://www.menziessearch.com/03about.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:44 -0400] "GET /02candidates.html HTTP/1.1" 200 16658 "http://www.menziessearch.com/03about/031meetdonna.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2c.gif HTTP/1.1" 200 434 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:45 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:51 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 21653 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
61.155.76.2 - - [06/Jun/2006:03:06:05 -0400] "GET http://www.palacemoon.com/ HTTP/1.1" 200 16180 "-" "Mozilla/5.0 (compatible; MSIE 5.01; Win2000)"
68.142.251.148 - - [06/Jun/2006:04:09:50 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
68.142.250.167 - - [06/Jun/2006:04:09:54 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
